kvar,2900,kimli,ant,,kimli,see also 3438,jouanne
kvar,2588,kɔ̄slɔ̃ḍɛ,armpit,,kɔ:slɔ̃ɖɛ,with some sort of extension,jouanne
kvar,9289,buṛɔ,bad,,buɻᴐ,,jouanne
kvar,2445,rīkh,bear,,ri:kʰ,,jouanne
kvar,6250,daṛi,beard,,daɻi,,jouanne
kvar,7964,pɔlɔ̃g,bed,,pɔlɔ͂g̥,,jouanne
kvar,13503,sūr,beer,,su:r,,jouanne
kvar,9153,bakhra,billy goat,,bakʰra,,jouanne
kvar,7637,pãkeru,bird,,pãkʰeru,,jouanne
kvar,2641,kɔṛuɔ,bitter,,kɔɻuᴐ,,jouanne
kvar,2771,kāmbēl,blanket,,ka:mbe:l,,jouanne
kvar,13784,nas,blood vessel,,nəs,,jouanne
kvar,10512,jū̃,body louse,,ʤu͂:,,jouanne
kvar,13952,harkuṛi,bone,,harkuɻi,,jouanne
kvar,6770,dāgōṭi,bracelet,,da:go:ʈi,with some sort of extension,jouanne
kvar,12622,śāṭ̃ɔ,branch,,ʃa͂:ʈɔ,,jouanne
kvar,12769,sā̀s,breath,,sà:s,,jouanne
kvar,12629,śuīṇ,broom,,ʂui:ɳ,,jouanne
kvar,9964,mɔĩśi,buffalo,,mɔi͂ʃi,,jouanne
kvar,9176,bɔḷēd,bull,,bɔɭe:d,,jouanne
kvar,8264,potūl,butterfly,,potu:l,,jouanne
kvar,7685,pinjarɔ,cage,,piˑnʤərɔ,,jouanne
kvar,11239,baċuṭɔ,"calf, colt",,baʦʊˀʈɔ,,jouanne
kvar,9354,bãg,cannabis,,bʰãg̥,,jouanne
kvar,5481,ṭopɛṛa,cap,,ʈopɛɻa,,jouanne
kvar,9237,birāṭi,cat,,bira:ʈi,,jouanne
kvar,7984,pɔśu,cattle,,pɔʃu,,jouanne
kvar,5014,ċāti,chest,,ʦʰa:ti,,jouanne
kvar,3208,kukṛuāṛ,chicken house,,kukɻua:ɻ,,jouanne
kvar,9875,mɔċɛ,chillies,,mɔˑʦɜ,,jouanne
kvar,5137,dzibṛi,chin,,ʣibɻi,?,jouanne
kvar,10560,rāg̃,color,,rã:g,,jouanne
kvar,2598,kāg̃i,comb,,kã:gi,,jouanne
kvar,3504,kuṇɔ,corner,,kuɳɔ,,jouanne
kvar,10798,rui,cotton,,ruiʲ,,jouanne
kvar,4147,gai,cow,,gaiʲ,,jouanne
kvar,4334,guśāḷ,cowshed,,guʃa:ɭ,,jouanne
kvar,2993,kuā,crow,,kua:,,jouanne
kvar,3483,koiɛl,cuckoo,,koiɛl,,jouanne
kvar,386,inārɔ,dark,,ina:rᴐ,,jouanne
kvar,12759,śāśu,daughter in law,,ʃa:ʃu,,jouanne
kvar,3206,kukuṭɔ,dog,,kukuˀʈɔ,,jouanne
kvar,6663,dār,door,,da:r,,jouanne
kvar,11910,undi,down,,undi,14118?,jouanne
kvar,2830,kɔndzɔḷ,ear,,kɔnʣɔɭ,,jouanne
kvar,10144,mũgṛi,earring in upper ear,,mu͂gɻi,,jouanne
kvar,1111,ɔ,egg,,ã:ɖɔ,,jouanne
kvar,2757,kūniaiṭi,elbow,,ku:niajʲʈi,,jouanne
kvar,9954,mɔ̄g̃ɔ,expensive,,mɔ̃:gɔ,,jouanne
kvar,10158,mūkh,face,,mu:kʰ,,jouanne
kvar,7627,pākhɔ,feather,,pa:kʰɔ,,jouanne
kvar,8030,paṛɔ,female genital organ,,paɻɔ,,jouanne
kvar,3130,kɔṭvaṛɔ,fence,,kɔʈwaɻɔ,,jouanne
kvar,6914,nɔg,fingernail,,nɔˑg,,jouanne
kvar,5298,jɔgɔn,firefly,,ʤɔgɔn,,jouanne
kvar,9758,māċi,fish,,ma:ʦi,,jouanne
kvar,7655,pāċ,five,,pã:ʦ,,jouanne
kvar,9029,piśu,flea,,piʃu,,jouanne
kvar,9982,mɔsaɔ̃,"flesh, meat",,mɔsaɔ̃,,jouanne
kvar,9092,phūl,flower,,pʰfu:l,,jouanne
kvar,9696,mākhi,fly,,ma:kʰ i,,jouanne
kvar,10837,rōṭ,food,,ro:ʈ,,jouanne
kvar,2744,kɔpāḷ,forehead,,kɔpa:ɭ,,jouanne
kvar,4655,ċār,four,,ʦa:r,,jouanne
kvar,12578,śiāl,fox,,ʃia:l,,jouanne
kvar,9746,manu,frog,,maˑnu,,jouanne
kvar,9051,phɔḷ,fruit,,pʰfɔɭ,,jouanne
kvar,10452,jao,go !,,ʤao,,jouanne
kvar,9153,bakhri,goat,,bakʰri,,jouanne
kvar,3550,koṭhār,granary,,koʈʰa:r,,jouanne
kvar,4471,gās,grass,,ga:s,,jouanne
kvar,5670,tɔua,griddle,,tɔua,,jouanne
kvar,11572,bāḷ,hair,,ba:ɭ,,jouanne
kvar,14024,āth,"hand, arm",,a:tʰ,,jouanne
kvar,2978,kaṭhɔ,hard,,kaʈʰɔ,,jouanne
